name;real_name;Creador;creation_date;superpowers;intelligence_score;strength_score;speed_score;durability_score;Creador;type_race;height ;weight ;has_telepathy;has_magic;has_immortality
Arizona Annie;;Marvel_Comics;26/4/58;Marksmanship, Weapon-based Powers, Weapons Master;70;56;41;10;Bad;Human;29.53;198.67;0.0;0.0;0.0
Arkade;;Lego;29/1/77;Absorption, Agility, Camouflage, Dexterity, Durability, Endurance, Enhanced Hearing, Enhanced Memory, Enhanced Senses, Enhanced Sight, Enhanced Smell, Enhanced Touch, Heat Resistance, Insanity, Intelligence, Longevity, Marksmanship, Peak Human Condition, Power Suit, Reflexes, Stamina, Stealth, Summoning, Vision - Night, Weapon-based Powers, Weapons Master;70;30;100;13;Neutral;Other;290.98;978.79;0.0;0.0;0.0
Arkillo;Arkillo;Other;2/11/44;Agility, Durability, Energy Beams, Energy Constructs, Flight, Invulnerability, Lantern Power Ring, Super Speed, Super Strength, Toxin and Disease Resistance;65;20;69;64;Bad;Human;141.26;926.3;0.0;0.0;0.0
Armor;Hisako Ichiki;Dark_Horse_Comics;15/9/73;Energy Armor, Psionic Powers, Super Strength;80;10;42;48;Neutral;Other;65.86;186.4;0.0;0.0;0.0
Arnim Zola (MCU);Arnim Zola;Other;4/5/63;Intelligence, Intuitive aptitude;37;11;46;74;Bad;God_Eternal;100.37;805.61;0.0;0.0;0.0
Arno Victor Dorian;Arno Dorian;Other;23/8/66;Agility, Danger Sense, Durability, Endurance, Enhanced Hearing, Enhanced Senses, Enhanced Sight, Enhanced Smell, Enhanced Touch, Hypnokinesis, Intelligence, Intuitive aptitude, Jump, Marksmanship, Mind Control Resistance, Molecular Combustion, Peak Human Condition, Reflexes, Stamina, Stealth, Vision - Cryo, Weapon-based Powers, Weapons Master;23;42;90;42;Bad;Other;160.52;552.22;0.0;0.0;0.0
Arnold Flass;Arnold Flass;Dark_Horse_Comics;21/6/93;Law Manipulation, Master Martial Artist, Weapon-based Powers, Weapons Master;33;74;65;91;Bad;Alien;209.26;885.03;0.0;0.0;0.0
Arsenal (CW);Roy Harper;DC_Comics;28/7/94;Agility, Marksmanship, Peak Human Condition, Reflexes, Weapon-based Powers, Weapons Master;55;10;10;16;Good;Human;72.33;632.42;0.0;0.0;0.0
Arsenal;Roy William Harper, Jr.;DC_Comics;31/1/87;Agility, Marksmanship, Weapon-based Powers, Weapons Master;49;66;46;71;Bad;God_Eternal;291.83;837.82;0.0;0.0;0.0
Artemis (CW);Evelyn Sharp;DC_Comics;11/10/95;;12;6;48;14;Good;Other;23.85;217.98;0.0;1.0;0.0
Arthur Dayne;;Lego;25/7/09;Dexterity, Reflexes, Stamina, Weapons Master;36;58;23;68;Neutral;Human;22.86;251.8;1.0;0.0;0.0
Ash;Ash;Lego;8/4/42;Agility, Cold Resistance, Dexterity, Durability, Element Control, Endurance, Fire Resistance, Heat Resistance, Intangibility, Intelligence, Invisibility, Marksmanship, Peak Human Condition, Phasing, Reflexes, Shapeshifting, Smoke Manipulation, Stamina, Stealth, Teleportation, Weapons Master;84;90;87;16;Good;Alien;275.0;685.56;0.0;0.0;0.0
Aspheera;Aspheera;Marvel_Comics;26/10/45;Ability Shift, Absorption, Accelerated Healing, Adaptation, Agility, Animal Attributes, Animal Control, Animal Oriented Powers, Banish, Cold Resistance, Darkforce Manipulation, Dexterity, Dream Manipulation, Dream Manipulation, Durability, Element Control, Endurance, Energy Absorption, Enhanced Hearing, Enhanced Memory, Enhanced Senses, Enhanced Sight, Enhanced Smell, Existence Erasure, Fire Control, Fire Resistance, Flight, Force Fields, Heat Generation, Heat Resistance, Illusions, Immortality, Insanity, Intelligence, Invisibility, Invulnerability, Longevity, Magic, Magic Resistance, Marksmanship, Master Tactician, Matter Absorption, Melting, Memory Manipulation, Natural Armor, Natural Weapons, Peak Human Condition, Perfect Recollection, Photographic Reflexes, Power Absorption, Power Augmentation, Power Nullifier, Reflexes, Self-Sustenance, Smoke Manipulation, Spinjitzu, Stamina, Stealth, Summoning, Super Speed, Super Strength, Teleportation, Weapon-based Powers, Weapons Master;66;89;19;67;Good;MetaHuman;93.33;49.19;0.0;0.0;0.0
Asura;Asura;Marvel_Comics;12/1/10;;6;51;71;69;Good;Other;59.51;970.8;0.0;1.0;1.0
Yasha (Brother-in-law);;Other;12/4/96;;55;50;50;50;Bad;God_Eternal;65.82;703.8;0.0;0.0;0.0
Atom (CW);Ray Palmer;Shueisha;6/6/55;;73;42;21;79;Bad;Alien;202.17;326.73;0.0;0.0;0.0
Atom Girl;Salu Digby;Lego;12/6/18;Size Changing;45;98;55;78;Neutral;Human;152.79;183.86;1.0;0.0;0.0
Atom II;Ray Palmer;DC_Comics;24/5/79;;13;84;90;76;Bad;God_Eternal;37.29;934.34;0.0;1.0;0.0
Atom III;Adam Cray;Shueisha;24/5/56;Size Changing;61;92;38;8;Neutral;MetaHuman;133.2;184.73;0.0;0.0;0.0
Atom IV;Ryan Choi;Marvel_Comics;17/6/46;;78;47;13;6;Good;Human;118.51;709.13;0.0;0.0;0.0
Atom Smasher (CW);Al Rothstein;DC_Comics;28/2/81;;64;93;37;33;Neutral;Mutant;185.11;901.44;0.0;0.0;0.0
Atomic Skull;Joseph Martin;Dark_Horse_Comics;7/1/01;Agility, Energy Absorption, Energy Armor, Energy Beams, Energy Blasts, Energy Constructs, Flight, Heat Generation, Invulnerability, Power Suit, Radiation Absorption, Radiation Control, Stamina, Stealth, Super Speed, Super Strength;69;82;98;73;Good;God_Eternal;147.83;394.13;1.0;0.0;0.0
Atomica;Rhonda Pineda;DC_Comics;16/6/36;Agility, Intelligence, Size Changing, Stealth;35;76;6;98;Neutral;MetaHuman;167.76;899.43;0.0;0.0;0.0
Attuma;Attuma;Marvel_Comics;13/5/88;Adaptation, Agility, Cold Resistance, Durability, Endurance, Energy Resistance, Enhanced Hearing, Enhanced Memory, Enhanced Senses, Enhanced Sight, Enhanced Smell, Enhanced Touch, Fire Resistance, Heat Resistance, Invulnerability, Reflexes, Stamina, Sub-Mariner, Super Speed, Super Strength, Toxin and Disease Resistance, Underwater breathing;20;65;13;68;Neutral;Alien;167.84;702.91;0.0;0.0;1.0
Aurora;Jeanne-Marie Beaubier;Marvel_Comics;17/12/56;Accelerated Healing, Durability, Energy Blasts, Flight, Illumination, Light Control, Molecular Combustion, Molecular Manipulation, Reflexes, Super Speed;55;63;39;22;Bad;MetaHuman;236.51;910.83;0.0;0.0;0.0
Avatar Korra;Korra;Other;18/4/49;Accelerated Healing, Agility, Density Control, Element Control, Energy Manipulation, Fire Control, Heat Generation, Stamina, Super Breath, Super Strength, Water Control, Weather Control, Wind Control;71;33;69;54;Good;Other;50.64;378.33;0.0;0.0;0.0
Azrael (Gotham);Theo Galavan;Other;28/12/04;Accelerated Healing, Agility, Durability, Endurance, Intelligence, Intuitive aptitude, Marksmanship, Peak Human Condition, Reflexes, Stamina, Stealth, Super Speed, Super Strength, Weapon-based Powers, Weapons Master;13;50;44;100;Bad;Mutant;176.32;130.81;0.0;1.0;0.0
Aztar;Aztar;Other;22/7/99;;88;25;18;94;Neutral;God_Eternal;90.29;484.07;1.0;0.0;0.0
Balder;Balder Odinson;Dark_Horse_Comics;25/4/19;Accelerated Healing, Agility, Cold Resistance, Dexterity, Durability, Endurance, Enhanced Senses, Invulnerability, Longevity, Reflexes, Regeneration, Stamina, Super Speed, Super Strength, Toxin and Disease Resistance, Weapons Master;99;70;54;19;Neutral;Human;259.96;941.36;0.0;0.0;0.0
Bane (Dark Knight);Unknown;Dark_Horse_Comics;3/11/51;Accelerated Healing, Agility, Durability, Endurance, Enhanced Hearing, Enhanced Memory, Enhanced Senses, Intelligence, Longevity, Reflexes, Stamina, Super Strength, Toxin and Disease Resistance, Weapons Master;58;82;85;29;Bad;Alien;164.94;472.05;0.0;0.0;0.0
Bane (Injustice);Dorrance;Other;16/1/00;Durability, Intelligence, Super Speed, Super Strength, Toxin and Disease Resistance;51;30;28;100;Neutral;Alien;228.03;635.15;0.0;1.0;1.0
Bane;;Marvel_Comics;20/2/40;;14;42;47;14;Bad;Alien;147.44;74.92;0.0;0.0;0.0
Banshee (FOX);Sean Cassidy;Marvel_Comics;27/8/97;Echolocation, Enhanced Hearing, Flight, Sonic Scream;36;84;35;64;Neutral;Mutant;90.05;105.35;0.0;0.0;0.0
Banshee;Sean Cassidy;Marvel_Comics;16/5/43;;49;30;16;63;Bad;MetaHuman;86.97;103.65;1.0;0.0;0.0
Bantam;Roberto Velasquez;DC_Comics;8/7/45;Durability, Stamina, Super Strength;27;37;52;7;Neutral;Mutant;224.58;713.7;0.0;1.0;0.0
Barb Wire;Barbara Kopetski;Shueisha;2/9/36;Agility, Dexterity, Durability, Endurance, Intelligence, Jump, Marksmanship, Peak Human Condition, Reflexes, Stamina, Stealth, Toxin and Disease Resistance, Weapon-based Powers, Weapons Master;12;48;91;84;Bad;Other;217.01;55.53;0.0;0.0;0.0
Baron Mordo (MCU);Karl Mordo;Lego;21/7/96;Absorption, Astral Projection, Dimensional Travel, Force Fields, Magic, Portal Creation, Power Absorption, Teleportation;64;86;81;48;Neutral;Human;180.16;724.73;0.0;0.0;0.0
Baron Zemo (MCU);Helmut J. Zemo;DC_Comics;20/11/49;Agility, Intelligence, Peak Human Condition, Weapon-based Powers, Weapons Master;97;78;48;12;Neutral;Other;235.32;482.32;0.0;0.0;0.0
Baron Zemo;Helmut Zemo;DC_Comics;10/4/93;;53;8;20;35;Neutral;Alien;230.28;295.83;1.0;0.0;0.0
The Kinder (various illegally adopted children);;Shueisha;2/5/88;;31;10;63;34;Good;MetaHuman;99.59;348.61;0.0;0.0;0.0
Wendell Volker (distant relation);;Lego;12/12/04;;98;79;57;71;Good;Mutant;249.82;135.85;0.0;0.0;1.0
Ms. Klein (distant relation);;Marvel_Comics;21/4/47;;52;78;78;89;Good;Other;34.96;735.61;0.0;0.0;0.0
Batcow;None;DC_Comics;4/4/00;Animal Attributes, Animal Oriented Powers;73;54;13;72;Good;Alien;85.71;901.08;0.0;0.0;0.0
Batgirl III;Helena Rosa Bertinelli;Other;1/1/18;Agility, Dexterity, Durability, Endurance, Gliding, Intelligence, Marksmanship, Peak Human Condition;80;93;73;93;Neutral;MetaHuman;126.48;586.25;0.0;1.0;0.0
Batgirl (Injustice);Barbara Gordon;Lego;2/6/08;Agility, Dexterity, Durability, Endurance, Gliding, Intelligence, Intuitive aptitude, Marksmanship, Peak Human Condition, Reflexes, Stamina, Stealth, Weapon-based Powers, Weapons Master;50;84;71;83;Neutral;Alien;281.24;829.12;1.0;0.0;0.0
Batgirl IV;Cassandra Cain;Dark_Horse_Comics;13/7/01;;56;20;59;51;Neutral;Other;246.59;198.11;0.0;0.0;0.0
Batgirl (New 52);Barbara Gordon;DC_Comics;26/5/91;Agility, Durability, Intelligence, Marksmanship, Peak Human Condition, Reflexes, Stealth, Weapon-based Powers, Weapons Master;71;9;84;12;Neutral;Human;89.96;393.2;0.0;0.0;0.0
Batgirl VI;Stephanie Brown;Lego;7/10/19;Agility, Marksmanship, Stamina, Weapon-based Powers;29;66;18;20;Neutral;Alien;294.75;190.11;0.0;1.0;1.0
Batgirl;Barbara Gordon;Lego;22/1/43;Agility, Dexterity, Durability, Endurance, Gliding, Intelligence, Marksmanship, Peak Human Condition, Reflexes, Stamina, Stealth, Weapon-based Powers, Weapons Master;85;14;77;100;Neutral;Mutant;296.54;774.68;0.0;0.0;0.0
Bathound;Ace;Lego;18/6/78;Danger Sense, Enhanced Hearing, Enhanced Senses, Enhanced Smell;69;96;73;65;Good;Other;73.2;422.56;0.0;0.0;0.0
Batman (1966);Bruce Wayne;Other;19/2/58;Agility, Audio Control, Cold Resistance, Danger Sense, Electrokinesis, Energy Manipulation, Enhanced Senses, Gliding, Intelligence, Magnetism, Marksmanship, Mind Control Resistance, Stealth, Technopath/Cyberpath, Telepathy Resistance, Toxin and Disease Resistance, Vision - X-Ray, Weapon-based Powers, Weapons Master;57;44;98;20;Neutral;Alien;291.74;41.38;1.0;0.0;0.0
Batman (Arkham);Bruce Wayne;Dark_Horse_Comics;8/12/06;Agility, Audio Control, Cryokinesis, Electrokinesis, Endurance, Enhanced Hearing, Enhanced Memory, Enhanced Senses, Enhanced Sight, Enhanced Smell, Enhanced Touch, Fire Control, Gliding, Intelligence, Marksmanship, Mind Control Resistance, Peak Human Condition, Reflexes, Stamina, Stealth, Technopath/Cyberpath, Telepathy Resistance, Toxin and Disease Resistance, Vision - X-Ray, Weapon-based Powers, Weapons Master;100;84;76;93;Good;Human;129.8;554.4;0.0;1.0;0.0
Batman (Burtonverse);Bruce Wayne;Lego;12/12/15;Agility, Durability, Endurance, Fire Resistance, Marksmanship, Reflexes, Stamina, Stealth, Weapon-based Powers, Weapons Master;46;75;25;66;Bad;Mutant;67.94;26.43;0.0;0.0;0.0
Batman (DC One Million);;Dark_Horse_Comics;26/10/77;;41;53;30;20;Bad;Mutant;127.94;582.13;0.0;0.0;0.0
Batman (DCAU);Bruce Wayne;Shueisha;29/10/54;Acrobatics, Indomitable Will, Intelligence, Master Martial Artist, Master Tactician, Peak Human Condition, Stealth, Weapon-based Powers, Weapons Master;62;100;34;41;Neutral;Other;278.7;242.46;0.0;0.0;0.0
Martha Wayne (mother; deceased);Dark_Horse_Comics;22/5/77;;78;89;24;63;Neutral;Other;166.81;683.25;1.0;0.0;0.0
Andrea Beaumont (ex-fiancée);;Lego;1/8/99;;28;20;89;77;Bad;MetaHuman;274.05;903.38;0.0;0.0;0.0
Terry McGinnis (son);;Other;22/6/49;;27;7;6;80;Good;Mutant;31.5;913.48;0.0;0.0;1.0
Matt McGinnis (son);;Shueisha;15/6/78;;61;45;59;26;Bad;Mutant;271.74;654.11;0.0;0.0;0.0
Batman (GAM);Kirk Langstrom;Dark_Horse_Comics;26/2/69;;11;54;41;63;Good;Alien;93.63;161.6;0.0;1.0;0.0
Batman II;Dick Grayson;Shueisha;11/4/95;Agility, Intelligence, Marksmanship, Peak Human Condition, Stamina, Stealth, Weapon-based Powers, Weapons Master;49;29;47;41;Good;Human;262.05;865.14;1.0;0.0;0.0
Batman (Injustice);Bruce Wayne;Other;17/5/56;Agility, Durability, Endurance, Gliding, Intelligence, Marksmanship, Peak Human Condition, Reflexes, Stamina, Stealth, Weapon-based Powers, Weapons Master;84;73;20;92;Bad;Human;99.95;331.58;0.0;0.0;0.0
Batman (LEGO);Bruce Wayne;DC_Comics;26/6/06;Agility, Camouflage, Cold Resistance, Dimensional Awareness, Durability, Fire Control, Fire Resistance, Flight, Gliding, Heat Resistance, Intelligence, Marksmanship, Peak Human Condition, Reflexes, Stamina, Stealth, Super Strength, Vision - Microscopic, Vision - Night, Vision - Telescopic, Weapon-based Powers, Weapons Master;95;24;74;88;Neutral;Human;15.15;194.04;0.0;0.0;0.0
Batman (The Brave And The Bold);Bruce Wayne;Shueisha;24/5/11;Agility, Flight, Hacking, Intelligence, Marksmanship, Master Martial Artist, Stealth, Weapon-based Powers, Weapons Master;48;80;81;8;Bad;God_Eternal;206.9;350.93;0.0;1.0;1.0
Batroc The Leaper (MCU);Georges Batroc;Dark_Horse_Comics;8/1/41;Agility, Durability, Marksmanship, Reflexes, Stamina, Stealth;91;97;12;94;Good;MetaHuman;99.94;875.06;0.0;0.0;0.0
Battle-Suit Batman (DCEU);Bruce Wayne;Marvel_Comics;6/3/79;Agility, Durability, Intelligence, Marksmanship, Peak Human Condition, Power Suit, Reflexes, Stamina, Super Strength, Weapon-based Powers, Weapons Master;43;8;59;8;Bad;MetaHuman;152.97;172.58;0.0;0.0;0.0
Battlestar;Lemar Hoskins ;Other;23/6/94;Agility, Durability, Reflexes, Stamina, Super Speed, Super Strength;91;19;31;83;Bad;Mutant;261.33;165.69;1.0;0.0;0.0
Batwoman V;Katherine Rebecca Kane;Marvel_Comics;23/1/06;;48;36;57;45;Bad;MetaHuman;199.46;274.89;0.0;1.0;0.0
Batwoman;Helena Wayne;Shueisha;23/8/87;Dexterity, Marksmanship, Toxin and Disease Resistance, Weapons Master;100;82;53;96;Neutral;Human;116.28;905.47;0.0;0.0;0.0
Selina Kyle (mother;);Lego;1/11/85;;69;82;65;86;Bad;Mutant;273.29;237.25;0.0;0.0;0.0
Thomas Wayne (grandfather;);DC_Comics;24/8/09;;14;43;90;62;Neutral;Alien;165.0;516.18;0.0;0.0;0.0
Beak;Barnell Bohusk ;Other;7/9/54;Flight, Gliding, Vision - Telescopic;75;23;30;20;Bad;MetaHuman;81.38;153.69;1.0;0.0;0.0
Beast Boy (Titans);Garfield Logan;Dark_Horse_Comics;25/2/83;Agility, Animal Attributes, Animal Oriented Powers, Durability, Endurance, Natural Weapons, Shapeshifting, Size Changing, Stamina, Stealth, Super Speed, Super Strength;43;26;62;61;Good;MetaHuman;148.49;458.61;0.0;0.0;0.0
Beast Boy;Garfield Mark Logan;Dark_Horse_Comics;23/7/72;Agility, Animal Attributes, Animal Oriented Powers, Durability, Empathy, Flight, Natural Armor, Natural Weapons, Shapeshifting, Size Changing, Sub-Mariner, Super Speed, Super Strength, Wallcrawling;9;42;87;35;Good;Human;264.96;589.26;0.0;0.0;1.0
Beast (FOX);Henry Philip McCoy;Shueisha;23/7/86;Agility, Dexterity, Endurance, Intelligence, Super Speed, Super Strength;49;74;54;87;Bad;Alien;223.06;59.97;0.0;0.0;0.0
Beetle;Abner Jenkins;Shueisha;2/9/38;Element Control, Fire Control, Flight, Intelligence, Power Suit, Weapon-based Powers, Weapons Master;56;96;72;14;Neutral;MetaHuman;266.86;897.03;0.0;1.0;0.0
Bekka;Bekka;Marvel_Comics;12/7/22;Cold Resistance, Empathy, Flight, Heat Resistance, Immortality, Invulnerability, Longevity, Super Speed, Super Strength, Toxin and Disease Resistance;22;85;38;11;Good;God_Eternal;212.92;76.68;1.0;0.0;0.0
Ben 10;Benjamin Kirby Tennyson;Other;27/6/67;Agility, Cold Resistance, Cryokinesis, Dexterity, Duplication, Durability, Elasticity, Energy Absorption, Energy Beams, Energy Manipulation, Enhanced Hearing, Enhanced Smell, Fire Control, Fire Resistance, Flight, Heat Resistance, Intangibility, Intelligence, Invulnerability, Jump, Light Control, Omnitrix, Plant Control, Power Cosmic, Reflexes, Size Changing, Sonic Scream, Super Speed, Super Strength, Technopath/Cyberpath, Telekinesis, Underwater breathing, Wallcrawling, Web Creation;74;92;39;42;Good;God_Eternal;28.18;558.38;0.0;0.0;0.0
Beta Ray Bill;Beta Ray Bill;DC_Comics;20/11/43;Accelerated Healing, Immortality, Invulnerability, Stamina, Super Speed, Super Strength, Toxin and Disease Resistance;33;85;55;67;Good;Other;207.36;406.5;0.0;0.0;0.0
Beyonder;;DC_Comics;5/6/44;;40;19;88;75;Good;MetaHuman;157.55;190.49;0.0;1.0;1.0
Big Barda;Barda Free;Lego;17/2/45;;38;6;79;75;Good;Mutant;193.08;518.37;0.0;0.0;0.0
Big Boss;John;Marvel_Comics;31/3/53;;10;41;30;12;Good;Mutant;151.44;520.95;0.0;0.0;0.0
Big Daddy;Damon Macready;DC_Comics;26/3/99;Stamina;83;11;49;73;Bad;Mutant;181.22;776.64;1.0;0.0;0.0
Big Man;Frederick Foswell;Marvel_Comics;20/12/62;Marksmanship;37;41;8;88;Good;Human;90.84;618.24;0.0;1.0;0.0
Bill Harken;;Dark_Horse_Comics;8/3/54;Super Speed, Super Strength, Toxin and Disease Resistance;25;45;72;11;Neutral;Human;187.88;297.7;0.0;0.0;0.0
Billy Kincaid;Billy Kincaid;Dark_Horse_Comics;30/5/82;Possession;90;34;14;60;Good;Human;146.47;945.58;0.0;0.0;0.0
Binary;Carol Danvers;Shueisha;16/4/66;Dexterity, Durability, Energy Absorption, Energy Beams, Energy Blasts, Energy Constructs, Energy Manipulation, Flight, Gravity Control, Invulnerability, Matter Manipulation, Molecular Manipulation, Precognition, Super Speed, Super Strength;27;65;85;19;Bad;God_Eternal;91.79;328.93;0.0;0.0;0.0
Bird-Brain;;Other;9/2/83;;70;66;27;32;Good;Mutant;293.01;386.58;1.0;0.0;0.0
Bird-Man II;Achille DiBacco;Other;25/7/01;Flight, Power Suit;79;76;15;41;Good;Alien;23.62;90.38;0.0;0.0;0.0
Bird-Man;Henry Hawk;DC_Comics;20/2/77;Animal Oriented Powers, Flight, Natural Weapons, Super Strength;48;57;61;69;Neutral;God_Eternal;262.31;191.98;0.0;0.0;1.0
Bird;Birdy Colossimo;Other;9/9/86;Animal Control, Master Martial Artist, Summoning;13;51;7;74;Bad;God_Eternal;43.65;928.69;0.0;0.0;0.0
